x,y,boundary_type,cluster_id
7.3055706,11.117263,Sentence,0
8.937458,12.463446,Sentence,1
8.890821,12.114444,Sentence,2
9.783021,11.358036,Sentence,1
9.906722,7.274693,Sentence,1
7.879281,13.591329,Sentence,2
8.411347,13.916737,Sentence,2
12.42107,13.844621,Sentence,1
11.322424,11.144953,Sentence,1
12.347454,11.652324,Sentence,3
7.311824,11.8059635,Sentence,0
7.3022885,10.285478,Sentence,0
8.235474,14.128332,Sentence,2
7.1912966,13.144209,Sentence,1
9.374844,14.841771,Sentence,2
8.534495,15.093678,Sentence,2
10.7463045,12.229925,Sentence,2
8.222341,10.991521,Sentence,1
7.2175713,12.418374,Sentence,0
8.919192,14.12891,Sentence,2
8.780488,11.118236,Sentence,0
8.658542,13.7728405,Sentence,2
9.233992,13.357512,Sentence,2
8.548084,12.282094,Sentence,0
10.879327,12.158338,Sentence,1
8.182119,11.980977,Sentence,1
