표층형,*,*,*,품사태그,의미부류,종성 유무,읽기,*,*,*,*,*
街衢,*,*,*,NNG,*,F,가구,*,*,*,*,*
街衢,*,*,*,NNG,*,F,가구,*,*,*,*,*
佳句,*,*,*,NNG,*,F,가구,*,*,*,*,*
家口,*,*,*,NNG,*,F,가구,*,*,*,*,*
架構,*,*,*,NNG,*,F,가구,*,*,*,*,*
家口,*,*,*,NNG,*,F,가구,*,*,*,*,*
街衢經行,*,*,*,NNG,*,T,가구경행,*,*,*,*,*
家具工藝,*,*,*,NNG,*,F,가구공예,*,*,*,*,*
架構物,*,*,*,NNG,*,T,가구물,*,*,*,*,*
家具商,*,*,*,NNG,*,T,가구상,*,*,*,*,*
家具商,*,*,*,NNG,*,T,가구상,*,*,*,*,*
街衢所,*,*,*,NNG,*,F,가구소,*,*,*,*,*
街衢獄,*,*,*,NNG,*,T,가구옥,*,*,*,*,*
家口員,*,*,*,NNG,*,T,가구원,*,*,*,*,*
家韭子,*,*,*,NNG,*,F,가구자,*,*,*,*,*
家具장이,*,*,*,NNG,*,F,가구장이,*,*,*,*,*
家具材,*,*,*,NNG,*,F,가구재,*,*,*,*,*
家口摘奸,*,*,*,NNG,*,T,가구적간,*,*,*,*,*
家具店,*,*,*,NNG,*,T,가구점,*,*,*,*,*
家口主,*,*,*,NNG,*,F,가구주,*,*,*,*,*
佳局,*,*,*,NNG,*,T,가국,*,*,*,*,*
家國,*,*,*,NNG,*,T,가국,*,*,*,*,*
家君,*,*,*,NNG,*,T,가군,*,*,*,*,*
家君,*,*,*,NNG,*,T,가군,*,*,*,*,*
家君,*,*,*,NNG,*,T,가군,*,*,*,*,*
家軍樂,*,*,*,NNG,*,T,가군악,*,*,*,*,*
家權,*,*,*,NNG,*,T,가권,*,*,*,*,*
家眷,*,*,*,NNG,*,T,가권,*,*,*,*,*
家眷,*,*,*,NNG,*,T,가권,*,*,*,*,*
家券,*,*,*,NNG,*,T,가권,*,*,*,*,*
歌勸進,*,*,*,NNG,*,T,가권진,*,*,*,*,*
假闕,*,*,*,NNG,*,T,가궐,*,*,*,*,*
駕龜仙人旗,*,*,*,NNG,*,F,가귀선인기,*,*,*,*,*
家規,*,*,*,NNG,*,F,가규,*,*,*,*,*
歌劇,*,*,*,NNG,*,T,가극,*,*,*,*,*
暇隙,*,*,*,NNG,*,T,가극,*,*,*,*,*
加棘,*,*,*,NNG,*,T,가극,*,*,*,*,*
歌劇劇場,*,*,*,NNG,*,T,가극극장,*,*,*,*,*
歌劇團,*,*,*,NNG,*,T,가극단,*,*,*,*,*
歌劇臺本,*,*,*,NNG,*,T,가극대본,*,*,*,*,*
歌劇俳優,*,*,*,NNG,*,F,가극배우,*,*,*,*,*
歌劇場,*,*,*,NNG,*,T,가극장,*,*,*,*,*
加棘竄配,*,*,*,NNG,*,F,가극찬배,*,*,*,*,*
加棘하다,*,*,*,VV,*,F,가극하다,*,*,*,*,*
假根,*,*,*,NNG,*,T,가근,*,*,*,*,*
가近方,*,*,*,NNG,*,T,가근방,*,*,*,*,*
呵禁,*,*,*,NNG,*,T,가금,*,*,*,*,*
家禽,*,*,*,NNG,*,T,가금,*,*,*,*,*
假金,*,*,*,NNG,*,T,가금,*,*,*,*,*
苛禁,*,*,*,NNG,*,T,가금,*,*,*,*,*
加金,*,*,*,NNG,*,T,가금,*,*,*,*,*
價金,*,*,*,NNG,*,T,가금,*,*,*,*,*
嘉禽,*,*,*,NNG,*,T,가금,*,*,*,*,*
呵禁法,*,*,*,NNG,*,T,가금법,*,*,*,*,*
家禽糞,*,*,*,NNG,*,T,가금분,*,*,*,*,*
家禽舍,*,*,*,NNG,*,F,가금사,*,*,*,*,*
家禽業,*,*,*,NNG,*,T,가금업,*,*,*,*,*
家禽肉,*,*,*,NNG,*,T,가금육,*,*,*,*,*
家禽cholera,*,*,*,NNG,*,F,가금콜레라,*,*,*,*,*
苛禁하다,*,*,*,VV,*,F,가금하다,*,*,*,*,*
呵禁하다,*,*,*,VV,*,F,가금하다,*,*,*,*,*
家禽學,*,*,*,NNG,*,T,가금학,*,*,*,*,*
加給,*,*,*,NNG,*,T,가급,*,*,*,*,*
加給,*,*,*,NNG,*,T,가급,*,*,*,*,*
苛急,*,*,*,NNG,*,T,가급,*,*,*,*,*
加給金,*,*,*,NNG,*,T,가급금,*,*,*,*,*
加給되다,*,*,*,VV,*,F,가급되다,*,*,*,*,*
加給되다,*,*,*,VV,*,F,가급되다,*,*,*,*,*
加給率,*,*,*,NNG,*,T,가급률,*,*,*,*,*
加給率,*,*,*,NNG,*,T,가급률,*,*,*,*,*
加給率,*,*,*,NNG,*,T,가급률,*,*,*,*,*
加給由,*,*,*,NNG,*,F,가급유,*,*,*,*,*
加給由하다,*,*,*,VV,*,F,가급유하다,*,*,*,*,*
家給人足,*,*,*,NNG,*,T,가급인족,*,*,*,*,*
家給人足하다,*,*,*,VA,*,F,가급인족하다,*,*,*,*,*
加給賃金,*,*,*,NNG,*,T,가급임금,*,*,*,*,*
可及的,*,*,*,NNG,*,T,가급적,*,*,*,*,*
可及的,*,*,*,MAG,*,T,가급적,*,*,*,*,*
苛急하다,*,*,*,VA,*,F,가급하다,*,*,*,*,*
加給하다,*,*,*,VV,*,F,가급하다,*,*,*,*,*
加給하다,*,*,*,VV,*,F,가급하다,*,*,*,*,*
可矜,*,*,*,NNG,*,T,가긍,*,*,*,*,*
可矜스럽다,*,*,*,VA,*,F,가긍스럽다,*,*,*,*,*
可矜스레,*,*,*,MAG,*,F,가긍스레,*,*,*,*,*
可矜하다,*,*,*,VA,*,F,가긍하다,*,*,*,*,*
可矜히,*,*,*,MAG,*,F,가긍히,*,*,*,*,*
稼器,*,*,*,NNG,*,F,가기,*,*,*,*,*
佳妓,*,*,*,NNG,*,F,가기,*,*,*,*,*
歌妓,*,*,*,NNG,*,F,가기,*,*,*,*,*
可期,*,*,*,NNG,*,F,가기,*,*,*,*,*
嘉氣,*,*,*,NNG,*,F,가기,*,*,*,*,*
嫁期,*,*,*,NNG,*,F,가기,*,*,*,*,*
哥器,*,*,*,NNG,*,F,가기,*,*,*,*,*
家基,*,*,*,NNG,*,F,가기,*,*,*,*,*
家忌,*,*,*,NNG,*,F,가기,*,*,*,*,*
家妓,*,*,*,NNG,*,F,가기,*,*,*,*,*
佳器,*,*,*,NNG,*,F,가기,*,*,*,*,*
佳器,*,*,*,NNG,*,F,가기,*,*,*,*,*
佳期,*,*,*,NNG,*,F,가기,*,*,*,*,*
佳期,*,*,*,NNG,*,F,가기,*,*,*,*,*
佳氣,*,*,*,NNG,*,F,가기,*,*,*,*,*
假妓生,*,*,*,NNG,*,T,가기생,*,*,*,*,*
家忌板,*,*,*,NNG,*,T,가기판,*,*,*,*,*
可期하다,*,*,*,VA,*,F,가기하다,*,*,*,*,*
←掛碩鏡臺,*,*,*,NNG,*,F,가께수리경대,*,*,*,*,*
神奈川縣,*,*,*,NNG,*,T,가나가와현,*,*,*,*,*
Ghana共和國,*,*,*,NNG,*,T,가나공화국,*,*,*,*,*
加那陀▽,*,*,*,NNG,*,F,가나다,*,*,*,*,*
가나다順,*,*,*,NNG,*,T,가나다순,*,*,*,*,*
가나다次例,*,*,*,NNG,*,F,가나다차례,*,*,*,*,*
←Canaan語,*,*,*,NNG,*,F,가나안어,*,*,*,*,*
←Canaan族,*,*,*,NNG,*,T,가나안족,*,*,*,*,*
家難,*,*,*,NNG,*,T,가난,*,*,*,*,*
嘉納,*,*,*,NNG,*,T,가납,*,*,*,*,*
嘉納,*,*,*,NNG,*,T,가납,*,*,*,*,*
假納,*,*,*,NNG,*,T,가납,*,*,*,*,*
加納,*,*,*,NNG,*,T,가납,*,*,*,*,*
嘉納其言,*,*,*,NNG,*,T,가납기언,*,*,*,*,*
嘉納其言하다,*,*,*,VV,*,F,가납기언하다,*,*,*,*,*
嘉納되다,*,*,*,VV,*,F,가납되다,*,*,*,*,*
嘉納되다,*,*,*,VV,*,F,가납되다,*,*,*,*,*
假納되다,*,*,*,VV,*,F,가납되다,*,*,*,*,*
加納되다,*,*,*,VV,*,F,가납되다,*,*,*,*,*
假納稅,*,*,*,NNG,*,F,가납세,*,*,*,*,*
假納裁判,*,*,*,NNG,*,T,가납재판,*,*,*,*,*
假納判決,*,*,*,NNG,*,T,가납판결,*,*,*,*,*
加納하다,*,*,*,VV,*,F,가납하다,*,*,*,*,*
假納하다,*,*,*,VV,*,F,가납하다,*,*,*,*,*
嘉納하다,*,*,*,VV,*,F,가납하다,*,*,*,*,*
嘉納하다,*,*,*,VV,*,F,가납하다,*,*,*,*,*
假郎廳,*,*,*,NNG,*,T,가낭청,*,*,*,*,*
家內,*,*,*,NNG,*,F,가내,*,*,*,*,*
家內工業,*,*,*,NNG,*,T,가내공업,*,*,*,*,*
家內工場,*,*,*,NNG,*,T,가내공장,*,*,*,*,*
家內均安,*,*,*,NNG,*,T,가내균안,*,*,*,*,*
家內勞動,*,*,*,NNG,*,T,가내노동,*,*,*,*,*
家內奴婢,*,*,*,NNG,*,F,가내노비,*,*,*,*,*
家內奴隷,*,*,*,NNG,*,F,가내노예,*,*,*,*,*
家內事,*,*,*,NNG,*,F,가내사,*,*,*,*,*
家內手工業,*,*,*,NNG,*,T,가내수공업,*,*,*,*,*
Ganesh Himal山,*,*,*,NNG,*,T,가네시히말산,*,*,*,*,*
garnett機,*,*,*,NNG,*,F,가넷기,*,*,*,*,*
歌女,*,*,*,NNG,*,F,가녀,*,*,*,*,*
歌女,*,*,*,NNG,*,F,가녀,*,*,*,*,*
加年,*,*,*,NNG,*,T,가년,*,*,*,*,*
加年,*,*,*,NNG,*,T,가년,*,*,*,*,*
加年하다,*,*,*,VV,*,F,가년하다,*,*,*,*,*
加年하다,*,*,*,VV,*,F,가년하다,*,*,*,*,*
可念,*,*,*,NNG,*,T,가념,*,*,*,*,*
可念하다,*,*,*,VA,*,F,가념하다,*,*,*,*,*
家奴,*,*,*,NNG,*,F,가노,*,*,*,*,*
家奴,*,*,*,NNG,*,F,가노,*,*,*,*,*
假農作,*,*,*,NNG,*,T,가농작,*,*,*,*,*
假肋骨,*,*,*,NNG,*,T,가늑골,*,*,*,*,*
가는개鬚髥,*,*,*,NNG,*,T,가는개수염,*,*,*,*,*
가는金佛草,*,*,*,NNG,*,F,가는금불초,*,*,*,*,*
가는麒麟草,*,*,*,NNG,*,F,가는기린초,*,*,*,*,*
가는desmia,*,*,*,NNG,*,F,가는데스미아,*,*,*,*,*
가는童子꽃,*,*,*,NNG,*,T,가는동자꽃,*,*,*,*,*
가는보라色우무,*,*,*,NNG,*,F,가는보라색우무,*,*,*,*,*
가는莎草,*,*,*,NNG,*,F,가는사초,*,*,*,*,*
가는solieria,*,*,*,NNG,*,F,가는솔리에리아,*,*,*,*,*
가는잎九節草,*,*,*,NNG,*,F,가는잎구절초,*,*,*,*,*
가는잎白山차,*,*,*,NNG,*,F,가는잎백산차,*,*,*,*,*
가는잎山들깨,*,*,*,NNG,*,F,가는잎산들깨,*,*,*,*,*
가는잎丁香나무,*,*,*,NNG,*,F,가는잎정향나무,*,*,*,*,*
가는잎天仙果,*,*,*,NNG,*,F,가는잎천선과,*,*,*,*,*
가는잎香薷,*,*,*,NNG,*,F,가는잎향유,*,*,*,*,*
가는長대,*,*,*,NNG,*,F,가는장대,*,*,*,*,*
가는poa풀,*,*,*,NNG,*,T,가는포아풀,*,*,*,*,*
가늠座,*,*,*,NNG,*,F,가늠좌,*,*,*,*,*
가늠錘,*,*,*,NNG,*,F,가늠추,*,*,*,*,*
가늠錘,*,*,*,NNG,*,F,가늠추,*,*,*,*,*
가늠標,*,*,*,NNG,*,F,가늠표,*,*,*,*,*
可能,*,*,*,NNG,*,T,가능,*,*,*,*,*
可能補助語幹,*,*,*,NNG,*,T,가능보조어간,*,*,*,*,*
可能性,*,*,*,NNG,*,T,가능성,*,*,*,*,*
可能性,*,*,*,NNG,*,T,가능성,*,*,*,*,*
可能水力,*,*,*,NNG,*,T,가능수력,*,*,*,*,*
可能制約,*,*,*,NNG,*,T,가능제약,*,*,*,*,*
可能出力,*,*,*,NNG,*,T,가능출력,*,*,*,*,*
可能하다,*,*,*,VA,*,F,가능하다,*,*,*,*,*
←堅빵,*,*,*,NNG,*,T,가다빵,*,*,*,*,*
←堅빵,*,*,*,NNG,*,T,가다빵,*,*,*,*,*
가닥數,*,*,*,NNG,*,F,가닥수,*,*,*,*,*
家團,*,*,*,NNG,*,T,가단,*,*,*,*,*
歌壇,*,*,*,NNG,*,T,가단,*,*,*,*,*
可鍛性,*,*,*,NNG,*,T,가단성,*,*,*,*,*
가短調,*,*,*,NNG,*,F,가단조,*,*,*,*,*
可鍛鑄鐵,*,*,*,NNG,*,T,가단주철,*,*,*,*,*
可鍛鐵,*,*,*,NNG,*,T,가단철,*,*,*,*,*
街談,*,*,*,NNG,*,T,가담,*,*,*,*,*
加擔,*,*,*,NNG,*,T,가담,*,*,*,*,*
加擔되다,*,*,*,VV,*,F,가담되다,*,*,*,*,*
加擔犯,*,*,*,NNG,*,T,가담범,*,*,*,*,*
加擔者,*,*,*,NNG,*,F,가담자,*,*,*,*,*
加擔하다,*,*,*,VV,*,F,가담하다,*,*,*,*,*
街談巷說,*,*,*,NNG,*,T,가담항설,*,*,*,*,*
街談巷語,*,*,*,NNG,*,F,가담항어,*,*,*,*,*
街談巷議,*,*,*,NNG,*,F,가담항의,*,*,*,*,*
可當,*,*,*,NNG,*,T,가당,*,*,*,*,*
加糖粉乳,*,*,*,NNG,*,F,가당분유,*,*,*,*,*
加糖煉乳,*,*,*,NNG,*,F,가당연유,*,*,*,*,*
可當찮다,*,*,*,VA,*,F,가당찮다,*,*,*,*,*
可當찮이,*,*,*,MAG,*,F,가당찮이,*,*,*,*,*
可當하다,*,*,*,VA,*,F,가당하다,*,*,*,*,*
可當하다,*,*,*,VA,*,F,가당하다,*,*,*,*,*
可當히,*,*,*,MAG,*,F,가당히,*,*,*,*,*
可當히,*,*,*,MAG,*,F,가당히,*,*,*,*,*
家垈,*,*,*,NNG,*,F,가대,*,*,*,*,*
假貸,*,*,*,NNG,*,F,가대,*,*,*,*,*
假貸,*,*,*,NNG,*,F,가대,*,*,*,*,*
架臺,*,*,*,NNG,*,F,가대,*,*,*,*,*
家垈,*,*,*,NNG,*,F,가대,*,*,*,*,*
歌臺舞殿,*,*,*,NNG,*,T,가대무전,*,*,*,*,*
家垈文書,*,*,*,NNG,*,F,가대문서,*,*,*,*,*
家大人,*,*,*,NNG,*,T,가대인,*,*,*,*,*
假貸하다,*,*,*,VV,*,F,가대하다,*,*,*,*,*
假貸하다,*,*,*,VV,*,F,가대하다,*,*,*,*,*
嘉德,*,*,*,NNG,*,T,가덕,*,*,*,*,*
嘉德大夫,*,*,*,NNG,*,F,가덕대부,*,*,*,*,*
加德島,*,*,*,NNG,*,F,가덕도,*,*,*,*,*
加德島海戰,*,*,*,NNG,*,T,가덕도해전,*,*,*,*,*
加德치,*,*,*,NNG,*,F,가덕치,*,*,*,*,*
假道,*,*,*,NNG,*,F,가도,*,*,*,*,*
假道,*,*,*,NNG,*,F,가도,*,*,*,*,*
假賭,*,*,*,NNG,*,F,가도,*,*,*,*,*
街道,*,*,*,NNG,*,F,가도,*,*,*,*,*
街道,*,*,*,NNG,*,F,가도,*,*,*,*,*
街道,*,*,*,NNG,*,F,가도,*,*,*,*,*
椵島,*,*,*,NNG,*,F,가도,*,*,*,*,*
家道,*,*,*,NNG,*,F,가도,*,*,*,*,*
加賭,*,*,*,NNG,*,F,가도,*,*,*,*,*
家道,*,*,*,NNG,*,F,가도,*,*,*,*,*
呵道,*,*,*,NNG,*,F,가도,*,*,*,*,*
呵導,*,*,*,NNG,*,F,가도,*,*,*,*,*
假渡,*,*,*,NNG,*,F,가도,*,*,*,*,*
賈島,*,*,*,NNP,*,F,가도,*,*,*,*,*
假導管,*,*,*,NNG,*,T,가도관,*,*,*,*,*
架道橋,*,*,*,NNG,*,F,가도교,*,*,*,*,*
家道具,*,*,*,NNG,*,F,가도구,*,*,*,*,*
假渡되다,*,*,*,VV,*,F,가도되다,*,*,*,*,*
가刀鍊,*,*,*,NNG,*,T,가도련,*,*,*,*,*
가刀鍊하다,*,*,*,VV,*,F,가도련하다,*,*,*,*,*
加도리,*,*,*,NNG,*,F,가도리,*,*,*,*,*
假道滅虢,*,*,*,NNG,*,T,가도멸괵,*,*,*,*,*
假道滅虢하다,*,*,*,VV,*,F,가도멸괵하다,*,*,*,*,*
假道問題,*,*,*,NNG,*,F,가도문제,*,*,*,*,*
假道問題,*,*,*,NNG,*,F,가도문제,*,*,*,*,*
假도밋국,*,*,*,NNG,*,T,가도밋국,*,*,*,*,*
椵島事件,*,*,*,NNG,*,T,가도사건,*,*,*,*,*
假賭租,*,*,*,NNG,*,F,가도조,*,*,*,*,*
家道從容,*,*,*,NNG,*,T,가도종용,*,*,*,*,*
假道하다,*,*,*,VV,*,F,가도하다,*,*,*,*,*
假道하다,*,*,*,VV,*,F,가도하다,*,*,*,*,*
假渡하다,*,*,*,VV,*,F,가도하다,*,*,*,*,*
加賭하다,*,*,*,VV,*,F,가도하다,*,*,*,*,*
家道和順,*,*,*,NNG,*,T,가도화순,*,*,*,*,*
家督,*,*,*,NNG,*,T,가독,*,*,*,*,*
家督,*,*,*,NNG,*,T,가독,*,*,*,*,*
家督權,*,*,*,NNG,*,T,가독권,*,*,*,*,*
可毒夫,*,*,*,NNG,*,F,가독부,*,*,*,*,*
家督相續,*,*,*,NNG,*,T,가독상속,*,*,*,*,*
家督相續權,*,*,*,NNG,*,T,가독상속권,*,*,*,*,*
家督相續人,*,*,*,NNG,*,T,가독상속인,*,*,*,*,*
可讀性,*,*,*,NNG,*,T,가독성,*,*,*,*,*
家豚,*,*,*,NNG,*,T,가돈,*,*,*,*,*
←gadoleic酸,*,*,*,NNG,*,T,가돌레산,*,*,*,*,*
Gadolin石,*,*,*,NNG,*,T,가돌린석,*,*,*,*,*
歌童,*,*,*,NNG,*,T,가동,*,*,*,*,*
稼動,*,*,*,NNG,*,T,가동,*,*,*,*,*
街童,*,*,*,NNG,*,T,가동,*,*,*,*,*
家僮,*,*,*,NNG,*,T,가동,*,*,*,*,*
可動,*,*,*,NNG,*,T,가동,*,*,*,*,*
家僮,*,*,*,NNG,*,T,가동,*,*,*,*,*
呵凍,*,*,*,NNG,*,T,가동,*,*,*,*,*
可東可西,*,*,*,NNG,*,F,가동가서,*,*,*,*,*
可動關節,*,*,*,NNG,*,T,가동관절,*,*,*,*,*
可動橋,*,*,*,NNG,*,F,가동교,*,*,*,*,*
可動dam,*,*,*,NNG,*,T,가동댐,*,*,*,*,*
稼動되다,*,*,*,VV,*,F,가동되다,*,*,*,*,*
稼動力,*,*,*,NNG,*,T,가동력,*,*,*,*,*
稼動率,*,*,*,NNG,*,T,가동률,*,*,*,*,*
稼動막장,*,*,*,NNG,*,T,가동막장,*,*,*,*,*
可動性,*,*,*,NNG,*,T,가동성,*,*,*,*,*
可動性營養物質,*,*,*,NNG,*,T,가동성영양물질,*,*,*,*,*
可動堰,*,*,*,NNG,*,T,가동언,*,*,*,*,*
可動堰堤,*,*,*,NNG,*,F,가동언제,*,*,*,*,*
稼動音,*,*,*,NNG,*,T,가동음,*,*,*,*,*
可動ion,*,*,*,NNG,*,T,가동이온,*,*,*,*,*
稼動資本,*,*,*,NNG,*,T,가동자본,*,*,*,*,*
可動的,*,*,*,NNG,*,T,가동적,*,*,*,*,*
可動的,*,*,*,MM,*,T,가동적,*,*,*,*,*
可動接點,*,*,*,NNG,*,T,가동접점,*,*,*,*,*
可動接觸子,*,*,*,NNG,*,F,가동접촉자,*,*,*,*,*
可動堤堰,*,*,*,NNG,*,T,가동제언,*,*,*,*,*
街童走卒,*,*,*,NNG,*,T,가동주졸,*,*,*,*,*
可動鐵片型電流計,*,*,*,NNG,*,F,가동철편형전류계,*,*,*,*,*
家僮替囚,*,*,*,NNG,*,F,가동체수,*,*,*,*,*
可動coil電流計,*,*,*,NNG,*,F,가동코일전류계,*,*,*,*,*
可動coil型計器,*,*,*,NNG,*,F,가동코일형계기,*,*,*,*,*
呵凍하다,*,*,*,VV,*,F,가동하다,*,*,*,*,*
稼動하다,*,*,*,VV,*,F,가동하다,*,*,*,*,*
假頭,*,*,*,NNG,*,F,가두,*,*,*,*,*
街頭,*,*,*,NNG,*,F,가두,*,*,*,*,*
街頭劇場,*,*,*,NNG,*,T,가두극장,*,*,*,*,*
街頭錄音,*,*,*,NNG,*,T,가두녹음,*,*,*,*,*
街頭demo,*,*,*,NNG,*,F,가두데모,*,*,*,*,*
가두리養殖,*,*,*,NNG,*,T,가두리양식,*,*,*,*,*
街頭募金,*,*,*,NNG,*,T,가두모금,*,*,*,*,*
街頭文學,*,*,*,NNG,*,T,가두문학,*,*,*,*,*
街頭放送,*,*,*,NNG,*,T,가두방송,*,*,*,*,*
街頭署名,*,*,*,NNG,*,T,가두서명,*,*,*,*,*
街頭宣傳,*,*,*,NNG,*,T,가두선전,*,*,*,*,*
街頭示威,*,*,*,NNG,*,F,가두시위,*,*,*,*,*
街頭演劇,*,*,*,NNG,*,T,가두연극,*,*,*,*,*
街頭演說,*,*,*,NNG,*,T,가두연설,*,*,*,*,*
街頭集會,*,*,*,NNG,*,F,가두집회,*,*,*,*,*
街頭販賣,*,*,*,NNG,*,F,가두판매,*,*,*,*,*
街頭販賣되다,*,*,*,VV,*,F,가두판매되다,*,*,*,*,*
街頭販賣하다,*,*,*,VV,*,F,가두판매하다,*,*,*,*,*
稼得,*,*,*,NNG,*,T,가득,*,*,*,*,*
稼得率,*,*,*,NNG,*,T,가득률,*,*,*,*,*
可得峯,*,*,*,NNG,*,T,가득봉,*,*,*,*,*
稼得하다,*,*,*,VV,*,F,가득하다,*,*,*,*,*
街燈,*,*,*,NNG,*,T,가등,*,*,*,*,*
假燈,*,*,*,NNG,*,T,가등,*,*,*,*,*
加等,*,*,*,NNG,*,T,가등,*,*,*,*,*
加等,*,*,*,NNG,*,T,가등,*,*,*,*,*
假登記,*,*,*,NNG,*,F,가등기,*,*,*,*,*
假登記하다,*,*,*,VV,*,F,가등기하다,*,*,*,*,*
加藤淸正,*,*,*,NNP,*,T,가등청정,*,*,*,*,*
伽羅,*,*,*,NNG,*,F,가라,*,*,*,*,*
伽羅,*,*,*,NNG,*,F,가라,*,*,*,*,*
迦羅,*,*,*,NNG,*,F,가라,*,*,*,*,*
加羅,*,*,*,NNG,*,F,가라,*,*,*,*,*
加羅國,*,*,*,NNG,*,T,가라국,*,*,*,*,*
可邏達,*,*,*,NNG,*,T,가라달,*,*,*,*,*
加羅都,*,*,*,NNG,*,F,가라도,*,*,*,*,*
加羅馬,*,*,*,NNG,*,F,가라마,*,*,*,*,*
迦羅頻伽,*,*,*,NNG,*,F,가라빈가,*,*,*,*,*
加羅支峯,*,*,*,NNG,*,T,가라지봉,*,*,*,*,*
駕羅韓,*,*,*,NNG,*,T,가라한,*,*,*,*,*
駕洛,*,*,*,NNG,*,T,가락,*,*,*,*,*
駕洛國,*,*,*,NNG,*,T,가락국,*,*,*,*,*
駕洛國記,*,*,*,NNG,*,F,가락국기,*,*,*,*,*
가락短音階,*,*,*,NNG,*,F,가락단음계,*,*,*,*,*
駕洛文化祭,*,*,*,NNG,*,F,가락문화제,*,*,*,*,*
駕洛三王事跡,*,*,*,NNG,*,T,가락삼왕사적,*,*,*,*,*
가락樂器,*,*,*,NNG,*,F,가락악기,*,*,*,*,*
가락音程,*,*,*,NNG,*,T,가락음정,*,*,*,*,*
가락除이,*,*,*,NNG,*,F,가락제이,*,*,*,*,*
加樂除指,*,*,*,NNG,*,F,가락제지,*,*,*,*,*
加樂除只,*,*,*,NNG,*,F,가락제지,*,*,*,*,*
家亂,*,*,*,NNG,*,T,가란,*,*,*,*,*
佳蘭島,*,*,*,NNG,*,F,가란도,*,*,*,*,*
家亂하다,*,*,*,VA,*,F,가란하다,*,*,*,*,*
加蘭花簪,*,*,*,NNG,*,T,가란화잠,*,*,*,*,*
苛辣,*,*,*,NNG,*,T,가랄,*,*,*,*,*
苛辣하다,*,*,*,VA,*,F,가랄하다,*,*,*,*,*
苛辣히,*,*,*,MAG,*,F,가랄히,*,*,*,*,*
嘉藍,*,*,*,NNP,*,T,가람,*,*,*,*,*
伽藍,*,*,*,NNG,*,T,가람,*,*,*,*,*
伽藍考,*,*,*,NNG,*,F,가람고,*,*,*,*,*
伽藍堂,*,*,*,NNG,*,T,가람당,*,*,*,*,*
伽藍神,*,*,*,NNG,*,T,가람신,*,*,*,*,*
伽藍鳥,*,*,*,NNG,*,F,가람조,*,*,*,*,*
佳郞,*,*,*,NNG,*,T,가랑,*,*,*,*,*
佳郞,*,*,*,NNG,*,T,가랑,*,*,*,*,*
가랑이體長,*,*,*,NNG,*,T,가랑이체장,*,*,*,*,*
가랑이標,*,*,*,NNG,*,F,가랑이표,*,*,*,*,*
가래檢査,*,*,*,NNG,*,F,가래검사,*,*,*,*,*
가래나뭇科,*,*,*,NNG,*,F,가래나뭇과,*,*,*,*,*
가래耒,*,*,*,NNG,*,F,가래뢰,*,*,*,*,*
가래調,*,*,*,NNG,*,F,가래조,*,*,*,*,*
가래調장단,*,*,*,NNG,*,T,가래조장단,*,*,*,*,*
가래톳pest,*,*,*,NNG,*,F,가래톳페스트,*,*,*,*,*
가랫科,*,*,*,NNG,*,F,가랫과,*,*,*,*,*
가랫櫓,*,*,*,NNG,*,F,가랫노,*,*,*,*,*
假量,*,*,*,XPN,*,T,가량,*,*,*,*,*
假量,*,*,*,NNG,*,T,가량,*,*,*,*,*
佳良,*,*,*,NNG,*,T,가량,*,*,*,*,*
加良,*,*,*,NNG,*,T,가량,*,*,*,*,*
加良國,*,*,*,NNG,*,T,가량국,*,*,*,*,*
假量없다,*,*,*,VA,*,F,가량없다,*,*,*,*,*
假量없다,*,*,*,VA,*,F,가량없다,*,*,*,*,*
假量없이,*,*,*,MAG,*,F,가량없이,*,*,*,*,*
假量없이,*,*,*,MAG,*,F,가량없이,*,*,*,*,*
假量통,*,*,*,NNG,*,T,가량통,*,*,*,*,*
假量하다,*,*,*,VV,*,F,가량하다,*,*,*,*,*
佳良하다,*,*,*,VA,*,F,가량하다,*,*,*,*,*
佳麗,*,*,*,NNG,*,F,가려,*,*,*,*,*
可慮,*,*,*,NNG,*,F,가려,*,*,*,*,*
佳麗,*,*,*,NNG,*,F,가려,*,*,*,*,*
苛厲,*,*,*,NNG,*,F,가려,*,*,*,*,*
訶黎勒,*,*,*,NNG,*,T,가려륵,*,*,*,*,*
가려막기層,*,*,*,NNG,*,T,가려막기층,*,*,*,*,*
가려움發疹,*,*,*,NNG,*,T,가려움발진,*,*,*,*,*
가려움症,*,*,*,NNG,*,T,가려움증,*,*,*,*,*
가려움症,*,*,*,NNG,*,T,가려움증,*,*,*,*,*
可慮하다,*,*,*,VA,*,F,가려하다,*,*,*,*,*
佳麗하다,*,*,*,VA,*,F,가려하다,*,*,*,*,*
佳麗하다,*,*,*,VA,*,F,가려하다,*,*,*,*,*
苛厲하다,*,*,*,VA,*,F,가려하다,*,*,*,*,*
加力,*,*,*,NNG,*,T,가력,*,*,*,*,*
家力,*,*,*,NNG,*,T,가력,*,*,*,*,*
可憐,*,*,*,NNG,*,T,가련,*,*,*,*,*
加蓮水正果,*,*,*,NNG,*,F,가련수정과,*,*,*,*,*
可憐하다,*,*,*,VA,*,F,가련하다,*,*,*,*,*
可憐히,*,*,*,MAG,*,F,가련히,*,*,*,*,*
苛斂,*,*,*,NNG,*,T,가렴,*,*,*,*,*
加斂,*,*,*,NNG,*,T,가렴,*,*,*,*,*
葭簾,*,*,*,NNG,*,T,가렴,*,*,*,*,*
